id,pais,nivel_educacional,anos_exp_pro,tipo_dev,linguagens,linguagens_desejadas,bancos,plataformas,modelo_trabalho,tamanho_empresa,satisfacao,salario_anual_usd,faixa_etaria,tipo_emprego,cargo_ic_ou_gestao,grupo_exp,linguagem_principal,satisfacao_label,satisfacao_score,faixa_salarial
19909,Ukraine,Mestrado,0.5,Data or business analyst,Python;R,Assembly;Python,,,,,,,35-44 years old,"Not employed, but looking for work",,0–1 ano,Python,,,
19911,Poland,Graduação,10.0,"Developer, full-stack",C#;Delphi;SQL,C#;HTML/CSS;JavaScript;PHP;SQL,Microsoft SQL Server,,Remoto,500 to 999 employees,,69290.0,35-44 years old,"Independent contractor, freelancer, or self-employed",,10–19 anos,C#,,,60k – 100k
19912,Romania,Pós-graduação/Doutorado,35.0,"Developer, back-end",Clojure,Clojure,PostgreSQL;SQLite,Amazon Web Services (AWS),Remoto,2 to 9 employees,10.0,64444.0,65 years or older,"Independent contractor, freelancer, or self-employed;Retired",Individual contributor,20+ anos,Clojure,10.0,,60k – 100k
19914,Ukraine,Faculdade incompleta,8.0,"Developer, front-end",Go;JavaScript;PHP;TypeScript,Go;TypeScript,Elasticsearch;PostgreSQL,Amazon Web Services (AWS),Híbrido,100 to 499 employees,9.0,74709.0,25-34 years old,"Employed, full-time",People manager,5–9 anos,Go,9.0,,60k – 100k
19915,United Kingdom of Great Britain and Northern Ireland,Mestrado,10.0,"Developer, front-end",C#;HTML/CSS;JavaScript;SQL;TypeScript,C#;HTML/CSS;SQL;TypeScript,PostgreSQL;Redis,,Híbrido,500 to 999 employees,9.0,127388.0,25-34 years old,"Employed, full-time",People manager,10–19 anos,C#,9.0,,100k – 150k
19916,Saudi Arabia,Graduação,17.0,"Developer, desktop or enterprise applications",HTML/CSS,C#;HTML/CSS;TypeScript,,Managed Hosting;Vercel,Presencial,"5,000 to 9,999 employees",6.0,,35-44 years old,"Employed, full-time",Individual contributor,10–19 anos,HTML/CSS,6.0,,
19917,India,Mestrado,10.0,"Developer, full-stack",HTML/CSS;Java;JavaScript;PHP;Python;SQL,HTML/CSS;Java;JavaScript;SQL,Elasticsearch;MySQL;PostgreSQL,Amazon Web Services (AWS),Híbrido,I don’t know,,,25-34 years old,"Employed, full-time",,10–19 anos,HTML/CSS,,,
19918,Ukraine,Mestrado,2.0,"Developer, full-stack",Go;JavaScript;Python,Go;Python,MongoDB;PostgreSQL,,Remoto,20 to 99 employees,,10000.0,18-24 years old,"Employed, full-time",,2–4 anos,Go,,,< 30k
19919,Turkey,Graduação,12.0,"Developer, full-stack",C#;HTML/CSS;Java;JavaScript;MATLAB;Python;SQL;TypeScript,Fortran,Elasticsearch;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis;SQLite,Amazon Web Services (AWS);Google Cloud;Microsoft Azure;VMware,Híbrido,500 to 999 employees,,,25-34 years old,"Employed, full-time",Individual contributor,10–19 anos,C#,,,
19920,Russian Federation,Graduação,8.0,"Developer, desktop or enterprise applications",C;C++,C++;Go,PostgreSQL;SQLite,Amazon Web Services (AWS),Híbrido,100 to 499 employees,,27675.0,25-34 years old,"Employed, full-time",,5–9 anos,C,,,< 30k
19921,Denmark,Mestrado,2.0,Hardware Engineer,Assembly;Bash/Shell (all shells);C;C++;PowerShell;Python;Ruby,Assembly;Bash/Shell (all shells);C;C++;PowerShell;Python;Ruby,,,Presencial,20 to 99 employees,7.0,62296.0,25-34 years old,"Employed, full-time",Individual contributor,2–4 anos,Assembly,7.0,,60k – 100k
19922,France,Mestrado,9.0,Other (please specify):,Assembly;Bash/Shell (all shells);C;C++;Groovy;Lisp;OCaml;Perl;Python;Rust;SQL,Assembly;Bash/Shell (all shells);C;C++;Fortran;Lisp;OCaml;Perl;Prolog;SQL,SQLite,Amazon Web Services (AWS);Google Cloud,Híbrido,"5,000 to 9,999 employees",8.0,107406.0,25-34 years old,"Employed, full-time",Individual contributor,5–9 anos,Assembly,8.0,,100k – 150k
19923,Spain,Graduação,14.0,"Developer, full-stack",Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;PowerShell;SQL,Go;Python;Rust;TypeScript,MariaDB;MongoDB;PostgreSQL;Redis;SQLite,,Remoto,"1,000 to 4,999 employees",,99888.0,35-44 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed",Individual contributor,10–19 anos,Bash/Shell (all shells),,,60k – 100k
19924,Ukraine,Faculdade incompleta,,"Developer, back-end",Bash/Shell (all shells);C;C++;Groovy;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript,Bash/Shell (all shells);Groovy;JavaScript;Python;SQL;TypeScript,Elasticsearch;MariaDB;MySQL;Redis,Amazon Web Services (AWS);Cloudflare;Digital Ocean;Google Cloud;Heroku;VMware,Remoto,,,,18-24 years old,"Employed, full-time;Student, part-time",,,Bash/Shell (all shells),,,
19925,France,Mestrado,9.0,"Developer, full-stack",HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript,HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript,MariaDB;MongoDB;MySQL;Oracle;PostgreSQL,Digital Ocean;OVH,Remoto,2 to 9 employees,9.0,53703.0,25-34 years old,"Employed, full-time",,5–9 anos,HTML/CSS,9.0,,30k – 60k
19926,Russian Federation,Graduação,0.5,"Developer, back-end",C#,C#,Microsoft SQL Server;PostgreSQL,,Presencial,20 to 99 employees,7.0,8964.0,18-24 years old,"Employed, full-time",Individual contributor,0–1 ano,C#,7.0,,< 30k
19927,Ukraine,Mestrado,7.0,"Developer, full-stack",C#;PHP;SQL;TypeScript,C#;SQL;TypeScript,Microsoft SQL Server;MySQL;PostgreSQL;Redis,Microsoft Azure,Remoto,"10,000 or more employees",,36000.0,25-34 years old,"Employed, full-time",,5–9 anos,C#,,,30k – 60k
19928,South Korea,Graduação,3.0,"Developer, full-stack",Assembly;C;C++;Dart;Go;HTML/CSS;Java;JavaScript;Kotlin;PHP;PowerShell;Python;Rust;SQL;Swift;TypeScript;VBA,Go;JavaScript;Rust;TypeScript,Cassandra;Clickhouse;Elasticsearch;Firebase Realtime Database;InfluxDB;MariaDB;MongoDB;MySQL;PostgreSQL;Redis;SQLite,"Amazon Web Services (AWS);Cloudflare;Firebase;Google Cloud;Linode, now Akamai;Managed Hosting;Microsoft Azure;Netlify;OVH;VMware;Vultr",Presencial,2 to 9 employees,8.0,,18-24 years old,"Student, part-time;Employed, part-time",Individual contributor,2–4 anos,Assembly,8.0,,
19929,Greece,Graduação,1.0,"Developer, back-end",C#;JavaScript;SQL;TypeScript,Go;Rust,Microsoft SQL Server,,Híbrido,I don’t know,5.0,16111.0,18-24 years old,"Employed, full-time",Individual contributor,0–1 ano,C#,5.0,,< 30k
19930,Israel,Pós-graduação/Doutorado,6.0,Data engineer,PowerShell;Python;SQL,PowerShell;Python;SQL,BigQuery;PostgreSQL;SQLite,Google Cloud;Scaleway;Vultr,Híbrido,20 to 99 employees,8.0,161905.0,45-54 years old,"Independent contractor, freelancer, or self-employed",Individual contributor,5–9 anos,PowerShell,8.0,,> 150k
19931,Sweden,Técnico/Associado,1.0,"Developer, game or graphics",C#;TypeScript,C#;C++;Rust,Cloud Firestore,Firebase,Híbrido,10 to 19 employees,9.0,36856.0,18-24 years old,"Employed, full-time",Individual contributor,0–1 ano,C#,9.0,,30k – 60k
19932,United Kingdom of Great Britain and Northern Ireland,Graduação,23.0,"Developer, full-stack",Bash/Shell (all shells);C#;Crystal;F#;HTML/CSS;JavaScript;Kotlin;Lua;PHP;Ruby;SQL;Swift;TypeScript,Elixir;Ruby;Scala,Microsoft SQL Server;MySQL;SQLite,"Amazon Web Services (AWS);Hetzner;Linode, now Akamai;Render",Híbrido,"Just me - I am a freelancer, sole proprietor, etc.",,,45-54 years old,"Not employed, but looking for work;Independent contractor, freelancer, or self-employed",,20+ anos,Bash/Shell (all shells),,,
19933,Sweden,Mestrado,,"Developer, desktop or enterprise applications",Python;SQL,,Databricks SQL;Microsoft SQL Server,Microsoft Azure,Híbrido,,8.0,,35-44 years old,"Employed, full-time",Individual contributor,,Python,8.0,,
19934,Mozambique,Ensino Médio,0.5,Student,JavaScript;Kotlin;Python;TypeScript,Assembly;C;C++;Java;JavaScript;Python;TypeScript,MongoDB;MySQL,,,,,,18-24 years old,"Not employed, but looking for work",,0–1 ano,JavaScript,,,
19935,Norway,Mestrado,8.0,"Developer, full-stack",C#;HTML/CSS;JavaScript;SQL,C#;Go;SQL,Cosmos DB;Microsoft SQL Server,Microsoft Azure,Híbrido,20 to 99 employees,7.0,93591.0,25-34 years old,"Employed, full-time",Individual contributor,5–9 anos,C#,7.0,,60k – 100k
19936,Taiwan,Graduação,,"Developer, back-end",C;C++;HTML/CSS;JavaScript;Python;Swift,Go,Microsoft SQL Server;MongoDB;MySQL,Firebase;Heroku;Microsoft Azure,Híbrido,,,,18-24 years old,"Student, full-time;Employed, part-time",,,C,,,
19937,Spain,Graduação,20.0,"Developer, full-stack",JavaScript;Python;SQL;TypeScript,JavaScript;Python;SQL;TypeScript,InfluxDB;PostgreSQL,Amazon Web Services (AWS);Google Cloud,Remoto,"Just me - I am a freelancer, sole proprietor, etc.",,215.0,35-44 years old,"Independent contractor, freelancer, or self-employed",,20+ anos,JavaScript,,,< 30k
19938,Taiwan,Mestrado,5.0,Cloud infrastructure engineer,C++;Go;Groovy;HTML/CSS;Java;JavaScript;Lua;PowerShell;Python;SQL,Go;Lua;Python,Couchbase;Elasticsearch;InfluxDB;MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL,Amazon Web Services (AWS);Cloudflare;Digital Ocean;Google Cloud;Microsoft Azure;OpenShift;OpenStack;VMware,Híbrido,100 to 499 employees,7.0,30884.0,35-44 years old,"Employed, full-time",Individual contributor,5–9 anos,C++,7.0,,30k – 60k
19939,Poland,Mestrado,15.0,Other (please specify):,C#;SQL,C#;Erlang;F#;Go;Rust,Microsoft SQL Server,Microsoft Azure,Híbrido,"10,000 or more employees",8.0,79.0,35-44 years old,"Employed, full-time",People manager,10–19 anos,C#,8.0,,< 30k
19940,Czech Republic,Pós-graduação/Doutorado,20.0,Academic researcher,C#;C++;HTML/CSS;JavaScript;Kotlin;PHP;SQL;VBA;Visual Basic (.Net),C#;C++;HTML/CSS;JavaScript;Kotlin;PHP;SQL;VBA;Visual Basic (.Net),MySQL,Microsoft Azure,Presencial,"5,000 to 9,999 employees",3.0,15202.0,45-54 years old,"Employed, full-time",Individual contributor,20+ anos,C#,3.0,,< 30k
19942,India,Graduação,7.0,"Developer, back-end",Python;SQL,Go;JavaScript;Python;Rust;SQL,Clickhouse;Elasticsearch;PostgreSQL;Redis;SQLite,Amazon Web Services (AWS);Digital Ocean;Google Cloud;Vercel;Vultr,Híbrido,"1,000 to 4,999 employees",8.0,59817.0,25-34 years old,"Employed, full-time",Individual contributor,5–9 anos,Python,8.0,,30k – 60k
19943,Spain,Faculdade incompleta,3.0,"Developer, desktop or enterprise applications",Bash/Shell (all shells);C#;HTML/CSS;SQL,,Microsoft SQL Server;PostgreSQL,Microsoft Azure,Presencial,20 to 99 employees,,,25-34 years old,"Employed, full-time",,2–4 anos,Bash/Shell (all shells),,,
19944,Japan,Técnico/Associado,10.0,"Developer, desktop or enterprise applications",C#;Java;Python;SQL,Rust,Microsoft SQL Server;Oracle;PostgreSQL,Amazon Web Services (AWS),Presencial,"1,000 to 4,999 employees",,,25-34 years old,"Employed, full-time",,10–19 anos,C#,,,
19945,Ukraine,Graduação,0.5,System administrator,Java;PHP;SQL,Java;JavaScript;Kotlin;Python;SQL;TypeScript,PostgreSQL,,Remoto,500 to 999 employees,,6171.0,25-34 years old,"Employed, full-time",,0–1 ano,Java,,,< 30k
19946,Bulgaria,Mestrado,15.0,"Developer, mobile",Dart;Groovy;Java;Kotlin;Objective-C;Swift,Go;Java;Objective-C;Swift,PostgreSQL;SQLite,,Híbrido,20 to 99 employees,,,35-44 years old,"Employed, full-time",,10–19 anos,Dart,,,
19948,Nigeria,Graduação,5.0,"Developer, full-stack",JavaScript;TypeScript,Python;Rust;TypeScript,PostgreSQL,Amazon Web Services (AWS);Cloudflare;Heroku;Microsoft Azure;Netlify;Render;Vercel,Remoto,2 to 9 employees,7.0,,25-34 years old,"Employed, full-time",People manager,5–9 anos,JavaScript,7.0,,
19949,Greece,Mestrado,12.0,"Developer, back-end",Go,Rust,MariaDB;MongoDB;PostgreSQL;Redis;SQLite,Digital Ocean;Firebase;Heroku;Microsoft Azure,Remoto,10 to 19 employees,,51555.0,45-54 years old,"Employed, full-time",,10–19 anos,Go,,,30k – 60k
19950,India,Graduação,10.0,"Developer, front-end",JavaScript,,,,Remoto,100 to 499 employees,,,25-34 years old,"Employed, full-time",,10–19 anos,JavaScript,,,
19951,Ukraine,Pós-graduação/Doutorado,6.0,"Developer, full-stack",C++;HTML/CSS;JavaScript;TypeScript,HTML/CSS;JavaScript;TypeScript,MySQL;PostgreSQL,Heroku,Remoto,"10,000 or more employees",,2500.0,25-34 years old,"Employed, full-time",,5–9 anos,C++,,,< 30k
19952,France,Graduação,2.0,"Developer, full-stack",Dart;Haskell;HTML/CSS;Java;JavaScript;Kotlin;PHP;PowerShell;Python;Ruby;Rust;SQL;TypeScript,C;HTML/CSS;JavaScript;OCaml;PowerShell;Python;Rust;Scala;SQL;TypeScript,MariaDB;MySQL;PostgreSQL;SQLite,Amazon Web Services (AWS);Google Cloud;OpenStack;OVH;Vercel,Híbrido,2 to 9 employees,,32222.0,18-24 years old,"Employed, full-time;Student, full-time",,2–4 anos,Dart,,,30k – 60k
19953,Italy,Ensino Médio,34.0,"Developer, back-end",Bash/Shell (all shells);C;C#;Cobol;Delphi;JavaScript;PowerShell;SQL;TypeScript;VBA;Visual Basic (.Net),C#;JavaScript;PowerShell;SQL;TypeScript,IBM DB2;MariaDB;Microsoft Access;Microsoft SQL Server;MySQL;PostgreSQL;SQLite,OVH;VMware,Híbrido,20 to 99 employees,,37592.0,45-54 years old,"Employed, full-time",,20+ anos,Bash/Shell (all shells),,,30k – 60k
19954,Nepal,Faculdade incompleta,12.0,"Developer, full-stack",C#;JavaScript;SQL,,Microsoft SQL Server,Amazon Web Services (AWS),Presencial,100 to 499 employees,8.0,22409.0,25-34 years old,"Employed, full-time",People manager,10–19 anos,C#,8.0,,< 30k
19956,Spain,Mestrado,14.0,Other (please specify):,C#;SQL;VBA,C#,Microsoft SQL Server;SQLite,Heroku,Híbrido,"10,000 or more employees",,64444.0,35-44 years old,"Employed, full-time",,10–19 anos,C#,,,60k – 100k
19957,United Kingdom of Great Britain and Northern Ireland,Graduação,13.0,"Developer, back-end",Bash/Shell (all shells);C#;C++;HTML/CSS;Java;JavaScript;Python;TypeScript,Assembly;Bash/Shell (all shells);C#;Elixir;GDScript;Go;HTML/CSS;Java;JavaScript;Python;Rust;TypeScript,Couchbase;Dynamodb;Elasticsearch;Redis,Amazon Web Services (AWS);Firebase,Remoto,100 to 499 employees,3.0,114649.0,35-44 years old,"Employed, full-time",Individual contributor,10–19 anos,Bash/Shell (all shells),3.0,,100k – 150k
19958,Canada,Graduação,18.0,"Developer, back-end",C#;JavaScript;Rust;SQL,C#,Microsoft SQL Server;MongoDB;MySQL;Redis,Amazon Web Services (AWS);Microsoft Azure,Remoto,"Just me - I am a freelancer, sole proprietor, etc.",,104678.0,35-44 years old,"Independent contractor, freelancer, or self-employed",,10–19 anos,C#,,,100k – 150k
19959,Israel,Outro,22.0,"Developer, back-end",Kotlin;Scala;SQL,JavaScript;Kotlin;PHP;Scala;SQL,PostgreSQL,Amazon Web Services (AWS),Híbrido,500 to 999 employees,9.0,129524.0,35-44 years old,"Employed, full-time",Individual contributor,20+ anos,Kotlin,9.0,,100k – 150k
19960,"Iran, Islamic Republic of...",Faculdade incompleta,1.0,"Developer, mobile",C#;Dart;Java;Python,Dart;Kotlin;Python;SQL,SQLite,,,,,,18-24 years old,"Not employed, but looking for work",,0–1 ano,C#,,,
19961,India,Graduação,1.0,"Developer, full-stack",C;HTML/CSS;JavaScript;Python;SQL;TypeScript,,MySQL;PostgreSQL;SQLite,Netlify,,,,,18-24 years old,"Not employed, but looking for work",,0–1 ano,C,,,
19962,Australia,Faculdade incompleta,0.5,Other (please specify):,Bash/Shell (all shells);C;C#;F#;JavaScript;Kotlin;Python;Rust;SQL;TypeScript,Bash/Shell (all shells);C#;F#;JavaScript;Python;SQL;TypeScript,Microsoft SQL Server,,Presencial,10 to 19 employees,,36667.0,18-24 years old,"Employed, full-time;Student, part-time",,0–1 ano,Bash/Shell (all shells),,,30k – 60k
19963,Nepal,Graduação,4.0,"Developer, mobile",Dart;HTML/CSS;Java;JavaScript;Kotlin,Dart;HTML/CSS;Java;JavaScript;Kotlin,MySQL;PostgreSQL;SQLite;Supabase,Render,Híbrido,"Just me - I am a freelancer, sole proprietor, etc.",,,25-34 years old,"Independent contractor, freelancer, or self-employed",,2–4 anos,Dart,,,
19964,Belgium,Mestrado,12.0,Engineering manager,Assembly;Bash/Shell (all shells);Python;SQL,Assembly;Bash/Shell (all shells);C++;Python;Rust,MariaDB;SQLite,VMware,Presencial,20 to 99 employees,7.0,85925.0,35-44 years old,"Employed, full-time",People manager,10–19 anos,Assembly,7.0,,60k – 100k
19965,Hungary,Ensino Médio,,Educator,Bash/Shell (all shells);C#;C++;Python,Assembly;Bash/Shell (all shells);C++;Python,MySQL,,Presencial,,,,18-24 years old,"Student, full-time;Employed, part-time",,,Bash/Shell (all shells),,,
19966,South Africa,Graduação,17.0,"Developer, back-end",Bash/Shell (all shells);Haskell;HTML/CSS;Java;JavaScript;SQL;TypeScript,Bash/Shell (all shells);Haskell;Java;Rust,H2;PostgreSQL;SQLite,,Híbrido,20 to 99 employees,7.0,68337.0,35-44 years old,"Employed, full-time",Individual contributor,10–19 anos,Bash/Shell (all shells),7.0,,60k – 100k
19967,Ukraine,Faculdade incompleta,9.0,DevOps specialist,Bash/Shell (all shells);Python,Bash/Shell (all shells);Go;Python,Dynamodb;Elasticsearch;MariaDB;MySQL;PostgreSQL,"Amazon Web Services (AWS);Digital Ocean;Linode, now Akamai;Microsoft Azure",Híbrido,100 to 499 employees,,72000.0,25-34 years old,"Employed, full-time;Student, part-time",,5–9 anos,Bash/Shell (all shells),,,60k – 100k
19968,Turkey,Graduação,19.0,Engineering manager,Assembly;Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;PowerShell;SQL;TypeScript,C#;JavaScript;PowerShell;SQL;TypeScript,Elasticsearch;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis;SQLite,Microsoft Azure,Híbrido,100 to 499 employees,8.0,132929.0,35-44 years old,"Employed, full-time",People manager,10–19 anos,Assembly,8.0,,100k – 150k
19969,Poland,Pós-graduação/Doutorado,4.0,Scientist,Bash/Shell (all shells);Python,Bash/Shell (all shells);Python,,,Híbrido,I don’t know,,,35-44 years old,"Employed, full-time",,2–4 anos,Bash/Shell (all shells),,,
19970,Nigeria,Graduação,,"Developer, front-end",JavaScript,Python,PostgreSQL,Supabase,Presencial,,3.0,,25-34 years old,"Employed, full-time",Individual contributor,,JavaScript,3.0,,
19971,India,Graduação,10.0,"Senior Executive (C-Suite, VP, etc.)",JavaScript;Python;SQL,Rust,Elasticsearch;PostgreSQL;Redis,Amazon Web Services (AWS);Firebase,Remoto,20 to 99 employees,,,35-44 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed",,10–19 anos,JavaScript,,,
19972,Italy,Mestrado,30.0,"Developer, full-stack",Bash/Shell (all shells);HTML/CSS;JavaScript;Lisp;PHP;Rust;SQL,HTML/CSS;JavaScript;Lisp;PHP;Rust;SQL,MariaDB;MySQL;PostgreSQL;SQLite,,Híbrido,"Just me - I am a freelancer, sole proprietor, etc.",,32222.0,55-64 years old,"Independent contractor, freelancer, or self-employed",,20+ anos,Bash/Shell (all shells),,,30k – 60k
19973,France,Mestrado,12.0,Data engineer,Bash/Shell (all shells);C;Java;JavaScript;Python;Rust;Scala;SQL;TypeScript,,Elasticsearch,Amazon Web Services (AWS),Remoto,"Just me - I am a freelancer, sole proprietor, etc.",,,35-44 years old,"Independent contractor, freelancer, or self-employed",,10–19 anos,Bash/Shell (all shells),,,
19974,Israel,Mestrado,10.0,"Developer, back-end",C#;SQL,C#,MariaDB,,Remoto,100 to 499 employees,7.0,78000.0,35-44 years old,"Employed, full-time",Individual contributor,10–19 anos,C#,7.0,,60k – 100k
19975,Saudi Arabia,Graduação,13.0,"Developer, back-end",C#;JavaScript;SQL;TypeScript;Visual Basic (.Net),C#;JavaScript;SQL;TypeScript,Microsoft SQL Server,,Presencial,500 to 999 employees,,,35-44 years old,"Employed, full-time",,10–19 anos,C#,,,
19976,Sweden,Técnico/Associado,3.0,"Developer, mobile",C#;C++;HTML/CSS;JavaScript;Objective-C;Python;TypeScript,C;C#;C++;HTML/CSS;Java;JavaScript;Objective-C;Python;TypeScript,Cloud Firestore,Amazon Web Services (AWS);Google Cloud,Presencial,10 to 19 employees,,3529.0,18-24 years old,"Employed, full-time",,2–4 anos,C#,,,< 30k
19977,Republic of Moldova,Mestrado,10.0,"Developer, mobile",Bash/Shell (all shells);Groovy;Java;JavaScript;Kotlin;SQL;TypeScript,Bash/Shell (all shells);Groovy;Java;Kotlin;SQL;TypeScript,MongoDB;MySQL;PostgreSQL;SQLite;Supabase,Amazon Web Services (AWS);Digital Ocean;Firebase;Google Cloud;Supabase,Remoto,20 to 99 employees,6.0,91782.0,25-34 years old,"Employed, full-time",People manager,10–19 anos,Bash/Shell (all shells),6.0,,60k – 100k
19978,Spain,Mestrado,8.0,"Senior Executive (C-Suite, VP, etc.)",C#,C#,Microsoft SQL Server,Microsoft Azure,Remoto,2 to 9 employees,,128887.0,35-44 years old,"Independent contractor, freelancer, or self-employed",,5–9 anos,C#,,,100k – 150k
19979,Sweden,Graduação,12.0,"Developer, back-end",C#,C#,Microsoft SQL Server,,Remoto,20 to 99 employees,7.0,51507.0,35-44 years old,"Employed, full-time",Individual contributor,10–19 anos,C#,7.0,,30k – 60k
19980,Lithuania,Mestrado,18.0,"Developer, back-end",Go;HTML/CSS;TypeScript,Go;HTML/CSS;TypeScript,MongoDB,Google Cloud,Presencial,100 to 499 employees,4.0,91295.0,35-44 years old,"Employed, full-time",Individual contributor,10–19 anos,Go,4.0,,60k – 100k
